50	70
7	8	11
3	3	37
5	3	82
1	10	84
8	9	29
7	6	77
8	8	82
10	4	22
10	6	13
3	7	40
3	3	22
6	2	35
5	1	52
2	7	69
7	3	75
3	4	18
7	6	53
7	3	16
9	5	10
6	2	32
5	9	59
10	1	68
1	1	53
3	9	51
8	3	50
1	5	25
7	7	45
4	10	75
10	7	67
6	2	100
6	5	71
4	10	37
2	4	63
2	8	39
4	10	66
4	2	80
6	4	100
2	8	58
2	1	43
1	3	33
7	2	29
8	6	65
2	9	100
9	2	11
7	8	65
3	5	95
5	6	36
8	9	96
10	4	36
8	1	29
5	10	19
5	8	29
1	3	14
10	8	76
4	6	92
5	4	29
2	8	10
9	5	33
10	7	98
3	5	83
5	3	63
3	5	40
6	5	15
4	3	80
4	10	48
4	8	51
3	7	93
3	3	47
8	4	34
3	10	13
