50	100
9	22	95
9	8	91
9	3	74
8	9	20
4	16	59
7	16	11
9	20	19
11	21	22
7	10	19
5	17	49
6	7	39
6	2	70
8	3	40
6	2	19
4	13	48
11	3	60
7	4	46
2	3	10
11	25	97
4	21	56
8	13	63
1	6	35
5	19	69
11	19	47
6	25	28
10	22	56
8	12	77
8	3	13
6	24	68
3	10	38
8	3	90
2	11	82
1	23	87
6	16	98
5	18	31
2	13	74
3	16	90
6	16	68
1	25	93
9	16	71
5	5	80
8	3	80
2	14	31
1	2	41
12	20	14
1	10	72
3	11	50
11	13	50
12	19	62
4	1	26
5	25	30
3	14	51
3	18	61
6	7	36
11	22	19
11	23	73
2	2	36
4	15	37
8	17	38
5	6	59
10	20	66
10	13	89
9	18	96
11	19	37
2	10	50
8	5	63
2	3	13
1	2	22
2	4	32
2	8	68
3	21	40
4	7	50
4	8	95
5	13	87
3	10	38
4	3	65
12	6	11
6	22	67
4	8	69
2	22	69
9	11	62
2	25	27
3	7	10
12	1	84
2	22	90
1	13	52
6	17	72
12	19	31
11	11	40
11	1	13
