90	100
12	11	31
12	11	40
2	12	14
1	1	72
14	21	44
21	22	63
7	10	40
22	11	22
12	15	59
1	13	15
21	10	61
12	6	12
20	23	82
2	16	75
4	5	73
14	12	66
5	3	55
16	20	72
11	3	24
21	2	97
14	12	23
10	14	15
3	20	100
12	17	74
2	24	83
9	20	29
9	13	64
13	11	67
8	22	92
21	22	40
11	18	27
13	25	56
5	15	51
21	18	90
2	22	24
4	2	60
10	3	28
9	20	81
13	20	87
17	12	31
19	21	14
22	16	65
19	8	25
20	8	54
5	1	50
7	16	19
11	5	81
14	2	72
21	20	54
11	2	33
22	6	62
16	25	79
12	17	76
20	12	37
22	9	10
19	21	65
8	10	63
12	13	57
7	21	47
15	25	97
3	21	19
1	2	30
7	15	45
10	12	41
7	24	69
3	12	54
7	14	68
15	21	98
11	1	69
4	23	28
