80	100
20	3	91
16	1	70
2	2	47
12	2	82
17	11	71
12	12	95
15	17	65
12	14	73
6	17	94
18	22	42
7	10	85
3	9	84
5	18	54
8	15	79
11	14	61
9	7	89
15	22	58
7	7	71
8	19	83
15	25	18
18	11	50
17	6	60
3	7	23
8	15	93
7	2	31
10	19	51
20	9	76
17	2	54
12	8	34
2	23	97
5	15	67
3	20	41
14	14	85
8	19	76
4	18	99
7	3	60
14	5	61
18	25	73
11	24	72
12	6	66
7	10	22
14	16	12
6	15	49
5	25	40
3	18	17
15	8	69
9	24	16
5	18	64
15	8	22
17	7	16
16	15	33
5	2	80
18	11	90
11	23	61
9	15	40
16	2	96
3	8	88
4	6	99
20	7	88
3	13	61
12	19	31
19	8	14
12	18	70
3	8	20
19	13	80
20	6	77
20	2	10
2	3	96
2	8	76
4	14	29
13	11	88
10	7	91
8	9	87
17	18	47
9	4	83
13	1	38
7	1	56
1	21	10
8	16	73
1	2	71
5	23	60
14	3	89
10	18	28
12	17	86
13	3	90
19	17	32
8	6	54
14	12	32
6	18	16
10	10	25
13	22	90
5	11	38
18	10	65
17	5	19
18	2	36
18	18	47
1	18	80
6	9	24
7	19	26
2	5	76
