80	100
7	9	31
4	1	48
7	7	86
4	1	51
2	9	27
8	2	64
8	1	12
10	7	55
8	3	84
1	5	18
4	10	18
1	2	74
4	2	58
3	2	38
4	1	31
5	8	80
9	8	48
1	3	83
10	4	54
9	10	21
4	6	96
2	1	22
8	8	12
3	8	18
1	6	42
1	8	79
7	2	89
8	8	77
4	8	16
4	5	18
1	6	36
2	7	67
1	6	65
7	2	63
8	4	100
7	2	22
5	5	88
10	6	82
2	9	28
8	1	97
3	5	34
5	7	19
4	7	88
7	9	86
3	6	58
2	3	32
8	9	13
4	1	57
1	6	41
7	3	48
8	2	30
6	6	29
7	6	26
9	4	14
6	2	40
6	8	61
3	10	92
3	9	59
6	3	100
3	2	64
9	1	70
6	2	50
6	8	58
5	2	50
10	8	59
5	5	14
2	10	33
7	2	42
5	8	64
5	3	42
10	6	30
5	1	86
3	7	33
10	8	61
8	8	98
1	1	14
3	9	99
1	6	65
2	9	91
7	2	86
