80	100
3	15	87
4	24	50
19	8	68
15	11	27
4	25	76
11	7	74
14	25	61
9	25	47
13	3	16
11	2	44
17	4	72
7	3	55
9	8	64
5	7	46
10	19	10
9	20	81
1	15	90
14	13	62
11	14	86
20	4	45
5	2	65
10	23	12
10	17	45
1	19	48
10	5	58
8	18	35
12	1	93
13	8	57
6	23	11
7	11	74
16	23	90
20	23	92
15	4	13
2	1	60
17	21	53
17	24	60
14	7	41
15	18	85
19	10	82
10	1	36
1	2	94
14	22	24
1	4	14
20	18	70
18	21	73
6	5	69
20	25	88
2	14	43
20	15	10
13	2	58
15	6	80
14	2	57
10	12	68
9	8	58
5	15	71
6	10	10
3	25	66
6	1	48
12	19	32
5	2	27
3	4	37
13	14	65
8	4	32
10	2	25
18	1	30
5	18	10
12	22	58
18	20	57
8	21	92
15	5	48
2	7	75
3	23	72
1	7	100
10	22	47
5	12	37
17	25	62
8	19	80
2	8	18
18	8	74
4	9	73
6	18	40
15	25	75
5	25	97
10	24	99
19	3	20
18	2	59
14	14	94
13	16	33
10	21	36
4	2	92
