90	90
21	22	40
4	7	50
16	19	97
19	22	53
10	14	80
20	22	13
20	21	89
10	18	43
8	4	71
8	7	50
16	20	99
8	2	38
3	2	47
18	16	47
10	14	68
2	8	20
11	10	78
6	4	85
22	2	71
20	3	96
6	2	53
21	21	98
21	22	11
10	15	53
16	1	35
15	3	48
3	2	85
7	5	96
18	10	53
14	2	84
11	3	79
2	22	54
16	2	48
20	8	81
22	12	22
18	16	87
20	19	72
11	2	56
13	15	81
13	17	93
1	1	40
12	3	16
2	10	12
21	4	32
14	5	18
16	8	47
16	4	14
21	13	59
13	10	45
7	2	69
12	13	42
22	7	37
21	16	20
17	18	13
20	15	88
13	8	71
2	22	80
4	19	80
7	2	57
20	22	76
12	16	21
16	9	47
16	16	48
20	8	60
6	15	14
11	20	84
14	10	52
21	19	75
3	18	21
22	20	88
22	7	71
16	4	53
20	17	54
11	6	18
9	15	49
9	7	35
13	14	12
22	16	12
22	16	18
15	15	31
2	9	68
6	1	57
3	2	67
8	21	54
6	17	53
13	7	22
20	19	57
6	1	76
12	2	100
18	2	82
17	4	93
20	17	70
22	12	65
4	1	80
2	18	80
13	7	53
17	1	93
6	4	88
10	6	49
12	7	97
