90	90
5	20	51
3	11	88
12	6	35
12	15	87
6	19	72
20	17	34
12	15	19
16	5	89
2	22	94
14	14	62
12	8	92
6	9	39
12	15	31
13	17	65
19	6	42
12	7	67
14	22	25
2	10	70
5	2	32
17	6	14
17	15	31
16	18	56
16	16	93
22	4	59
2	20	23
21	8	33
5	13	28
2	3	44
14	13	41
2	13	76
16	5	85
22	19	23
4	22	49
16	4	67
2	9	97
18	5	22
3	20	41
10	13	55
20	20	32
6	7	42
7	18	80
7	7	81
21	1	80
4	1	29
22	21	83
19	5	86
4	20	79
7	14	89
12	21	75
8	15	33
21	12	99
17	5	36
15	18	10
12	20	95
17	2	26
4	11	48
10	10	28
8	11	53
8	10	79
22	8	62
21	13	94
16	7	43
8	7	55
1	7	50
2	17	82
15	19	86
4	5	83
15	12	63
17	18	46
7	18	45
3	21	63
7	1	54
15	19	71
8	8	60
5	6	32
15	5	82
16	5	45
3	20	60
18	2	63
3	13	42
