100	90
14	18	31
1	12	33
18	10	32
20	3	38
23	21	100
20	3	62
16	22	42
15	10	91
11	13	71
6	4	97
7	6	85
6	18	60
3	6	12
22	22	89
12	1	54
1	22	18
3	2	12
24	8	59
12	1	62
23	13	19
3	18	49
13	14	74
5	13	49
20	16	15
21	14	79
18	19	33
4	2	17
22	20	65
15	14	70
14	8	78
15	13	100
19	16	63
17	7	31
17	1	58
12	7	11
25	5	24
6	20	32
22	17	85
9	5	70
4	7	12
23	8	33
21	12	53
2	3	17
20	6	61
16	22	85
20	5	58
14	2	17
1	11	10
2	5	79
5	18	78
23	7	38
10	22	43
19	8	12
8	3	82
10	22	81
18	7	47
2	15	62
19	6	47
22	7	71
23	19	85
13	6	25
25	5	14
20	5	41
24	10	62
12	17	78
15	14	28
21	3	24
2	4	85
9	1	49
5	8	57
19	21	76
25	10	35
12	10	11
7	12	33
17	13	53
14	10	58
23	19	62
9	9	14
6	11	23
15	3	67
