100	90
7	13	88
8	19	80
14	9	58
18	4	36
19	22	86
23	22	68
9	22	53
2	4	65
1	6	28
8	8	90
13	12	67
22	7	20
24	14	92
16	11	76
10	2	93
22	16	56
4	12	95
1	17	54
8	3	43
22	13	55
2	3	39
24	15	12
9	17	35
6	13	63
15	11	85
21	9	70
3	12	80
3	22	84
18	20	76
1	5	86
21	7	94
10	21	88
2	21	60
12	2	100
18	22	63
4	6	58
13	12	90
2	8	45
9	1	13
15	17	73
2	18	84
1	19	47
2	19	24
14	15	93
19	16	32
15	20	35
5	21	17
9	19	33
12	20	17
22	16	85
17	2	36
18	11	53
18	8	17
14	20	14
21	4	65
17	14	94
16	5	35
15	20	28
23	1	43
19	11	82
19	22	10
17	13	100
21	6	80
7	8	81
22	21	70
5	22	95
13	2	34
7	17	86
8	13	78
23	22	86
