30	40
3	3	83
1	8	31
1	7	78
3	1	15
3	6	34
4	2	54
5	4	69
2	5	18
7	10	60
3	7	20
5	3	48
5	5	74
5	10	50
3	10	61
3	7	47
6	2	66
2	10	59
6	1	24
3	8	56
6	5	84
5	8	76
5	9	17
6	6	39
5	3	83
3	8	40
4	1	35
2	9	62
6	9	22
1	4	12
5	1	94
7	9	39
3	10	95
4	4	13
4	6	52
6	3	17
3	5	34
6	5	35
7	9	74
6	6	25
4	7	25
6	7	32
1	9	87
6	7	45
1	4	11
1	2	81
5	5	81
7	8	56
5	6	26
6	5	23
2	9	58
6	4	88
1	3	83
4	6	81
5	10	67
2	3	52
7	1	64
2	10	82
6	8	73
1	4	66
7	5	67
3	5	36
3	4	74
3	2	63
6	9	23
6	1	46
3	6	61
7	4	74
5	1	91
7	1	84
3	1	35
1	3	44
7	8	74
1	5	40
3	6	75
4	9	19
2	8	99
4	3	74
4	4	43
4	6	98
2	10	39
