30	40
4	7	27
6	10	100
3	8	29
7	4	89
2	7	46
7	6	27
4	4	74
1	6	24
6	10	81
4	9	71
3	7	54
1	3	71
4	6	39
2	7	73
1	1	23
4	9	31
3	1	14
2	7	87
1	3	48
1	5	71
2	1	25
5	9	40
7	4	41
4	8	60
5	1	86
3	7	67
5	6	72
4	9	15
7	5	34
2	3	89
5	9	26
2	10	73
7	4	76
6	6	97
4	6	50
1	5	40
5	7	55
4	10	71
3	4	41
3	8	60
4	2	61
7	2	98
6	8	43
7	2	42
7	2	33
4	3	85
6	6	81
1	5	67
5	7	92
7	3	51
2	4	53
4	4	82
7	7	21
1	9	15
2	8	44
1	3	92
3	8	64
2	1	61
2	9	51
7	6	53
1	6	99
1	3	89
1	6	42
7	9	57
5	10	82
1	4	68
1	7	57
6	5	59
1	10	47
1	2	52
4	4	26
7	7	36
5	5	45
1	9	62
7	2	23
5	7	46
6	4	30
1	8	25
3	3	61
4	5	60
7	1	80
6	9	88
5	4	41
5	4	84
2	3	82
5	9	21
4	10	47
5	2	96
7	5	44
5	5	26
2	2	84
6	1	97
7	10	66
4	1	13
6	10	73
2	4	43
5	10	58
6	3	79
3	6	41
5	5	58
