20	30
6	3	17
8	7	51
1	4	83
6	3	94
9	4	80
7	2	48
5	3	76
9	4	36
9	6	24
2	1	58
1	1	91
5	3	32
1	6	99
4	4	61
7	5	16
1	8	94
8	9	14
1	1	92
7	5	46
4	10	65
6	4	34
4	8	22
4	4	41
2	1	81
7	6	59
2	4	74
4	8	93
8	2	95
7	1	28
8	10	52
10	8	56
6	10	98
10	2	48
10	4	71
9	10	94
4	3	63
2	5	17
8	10	88
10	7	96
9	8	43
9	8	16
1	7	56
4	4	52
4	9	29
1	6	83
8	5	42
8	4	55
4	9	15
9	3	39
6	6	38
7	3	10
4	1	57
6	6	19
3	9	89
6	7	31
6	8	50
6	3	77
4	7	48
7	5	61
8	1	96
6	10	30
4	7	72
9	10	10
9	5	77
7	4	57
9	1	82
5	4	31
2	10	43
3	3	97
6	7	10
