100	150
9	13	59
8	17	46
17	12	46
12	6	79
1	3	40
13	14	100
11	13	70
4	28	68
11	10	91
1	34	16
25	4	85
10	5	34
24	7	79
21	22	68
22	1	45
22	18	10
22	35	100
18	12	54
6	11	59
8	33	44
23	10	24
19	22	88
25	15	45
4	2	55
22	8	38
21	2	14
9	16	16
2	18	37
7	14	68
20	13	60
17	10	76
18	10	87
8	30	30
19	4	88
8	11	96
1	9	60
19	20	96
13	33	100
20	37	41
17	16	92
23	33	65
16	5	37
5	21	86
19	11	10
9	17	87
10	30	80
16	27	81
21	3	27
22	18	58
1	36	34
15	34	100
22	13	26
12	12	37
19	35	56
2	27	10
2	29	51
3	18	15
17	33	83
13	7	68
13	23	24
17	12	10
20	37	79
1	29	40
10	37	54
22	9	79
10	26	33
25	18	37
10	21	80
2	30	70
13	29	51
12	12	70
13	2	62
15	33	66
22	20	87
2	17	95
1	4	46
1	33	21
6	2	24
12	18	83
20	34	66
