100	60
21	3	74
21	4	88
20	1	78
8	8	27
9	5	40
22	7	17
14	6	86
20	12	96
15	9	13
13	3	68
12	10	56
16	15	21
6	9	36
5	12	33
22	15	84
8	15	73
7	15	45
25	11	51
1	5	47
24	4	98
24	15	74
7	14	17
10	1	28
14	15	54
7	4	51
11	6	31
24	4	24
15	3	68
23	2	76
4	14	63
9	9	32
19	7	70
17	1	23
4	5	21
7	13	73
10	10	45
15	6	65
24	12	16
9	15	22
11	6	57
24	12	82
20	2	40
3	13	68
8	7	68
15	3	67
1	13	68
24	3	70
19	15	78
6	1	38
14	5	11
15	1	72
5	10	92
12	2	71
16	4	64
25	10	31
9	1	65
12	15	48
9	12	90
24	7	62
10	10	19
15	7	31
1	1	39
11	8	80
12	1	48
6	8	59
12	9	11
24	15	46
18	12	100
8	15	91
22	4	14
