100	60
12	4	31
18	15	98
11	8	59
25	13	78
7	15	75
7	9	73
16	6	87
12	6	63
6	8	29
10	15	51
21	4	71
8	8	71
16	3	66
24	8	90
25	15	32
9	15	22
10	8	73
20	12	61
14	10	93
18	11	27
11	6	20
17	8	92
6	1	34
11	2	28
25	5	95
1	6	34
20	7	45
5	4	90
18	4	24
21	9	96
22	14	31
12	15	70
12	1	49
1	5	90
6	9	96
23	12	14
21	9	50
9	12	54
25	9	74
5	5	60
3	1	52
19	12	79
12	13	75
9	10	11
14	2	21
18	13	28
23	3	28
2	15	59
22	15	11
2	15	50
3	10	68
10	2	41
7	7	44
1	4	80
16	15	40
24	10	18
9	13	76
7	15	82
3	7	96
16	1	55
24	14	86
19	13	66
20	14	35
13	15	45
11	8	54
6	4	45
14	11	21
20	4	67
19	15	84
3	3	88
15	14	98
12	10	83
18	10	27
4	8	63
19	15	100
1	9	70
12	12	64
11	2	15
24	7	76
8	5	39
25	6	83
10	8	26
19	6	100
17	11	68
11	11	37
20	7	20
10	8	25
22	3	38
1	12	47
23	8	26
