80	80
1	7	97
13	3	55
15	18	22
18	16	63
8	15	89
12	5	16
5	16	53
5	13	28
8	12	83
6	8	50
14	8	40
8	16	49
12	2	98
3	11	85
10	19	19
8	14	40
3	2	45
12	3	10
1	4	50
3	14	81
1	5	66
7	2	89
4	4	54
11	10	48
3	8	86
14	5	26
18	3	10
12	4	45
7	18	96
16	6	12
12	3	37
14	13	40
4	11	60
18	15	53
6	13	41
8	13	49
15	12	92
7	10	95
20	13	23
15	2	73
11	20	43
1	8	58
4	14	59
19	17	25
14	8	60
17	14	62
16	18	56
9	10	26
7	17	84
13	1	85
8	15	86
6	13	29
18	7	23
6	18	34
2	4	68
7	17	98
18	4	26
9	20	15
14	7	47
13	20	39
13	14	15
4	10	54
10	17	82
15	14	60
20	3	97
12	1	45
13	5	66
11	1	46
14	16	83
9	4	71
14	13	30
8	16	64
20	15	39
3	17	80
3	5	50
17	7	40
20	7	41
5	5	68
20	16	55
4	18	15
19	17	90
6	12	97
15	19	10
5	6	28
16	10	85
8	12	61
13	6	57
9	15	17
19	7	43
16	7	46
