100	50
4	1	87
4	7	92
22	7	21
13	4	70
14	5	31
25	4	21
25	4	19
19	1	58
3	1	66
4	7	27
13	4	99
14	2	75
12	9	42
24	6	12
11	12	10
19	9	30
2	8	76
6	6	21
20	11	100
2	5	65
3	12	54
18	7	16
18	8	74
24	1	27
24	11	76
6	1	84
15	6	24
19	8	55
6	8	45
11	6	88
9	3	43
20	11	54
2	8	26
15	1	87
1	6	46
21	7	77
20	1	90
5	11	65
9	8	14
2	6	50
4	5	63
3	6	21
14	9	88
2	1	70
21	2	53
24	11	65
5	4	60
2	2	79
25	9	17
21	8	43
9	11	17
12	1	55
22	6	61
11	4	34
14	7	85
4	10	78
3	3	12
12	11	54
4	11	55
19	11	37
1	3	81
12	9	90
3	7	52
25	10	74
5	5	85
3	7	62
9	11	41
9	1	14
2	2	79
25	3	36
17	6	66
19	12	49
18	11	30
6	5	72
23	3	98
2	1	12
4	5	13
10	10	32
19	4	89
11	5	75
