60	100
9	15	39
4	3	15
5	16	50
9	2	65
3	20	15
1	10	31
2	7	60
15	9	73
2	6	85
6	2	71
7	23	52
2	7	94
7	17	20
7	20	35
12	2	95
15	25	32
11	13	52
14	4	76
14	17	88
4	19	95
7	3	77
12	14	96
15	6	78
3	4	45
14	1	32
8	3	72
13	19	51
14	21	73
7	11	83
8	25	55
4	22	51
9	19	89
2	22	29
12	14	40
13	15	46
1	4	90
13	2	76
2	16	88
15	18	72
3	5	27
4	22	97
2	23	60
2	6	23
6	5	15
8	16	92
5	11	58
15	2	11
1	7	35
8	19	61
15	3	95
1	14	81
13	19	65
10	7	13
14	11	50
3	24	14
12	14	100
6	14	60
15	6	69
4	23	57
6	2	23
2	8	58
14	1	79
4	25	67
3	19	41
13	10	63
10	18	95
1	4	34
5	9	76
14	19	81
9	13	85
14	6	93
15	14	82
3	15	62
11	20	24
8	9	52
8	23	22
15	8	27
6	15	90
2	7	28
13	19	79
10	14	94
11	6	47
3	5	25
11	23	23
10	9	22
8	9	13
14	21	38
9	21	58
5	16	47
13	16	81
