60	100
12	19	24
11	22	85
8	23	52
3	18	53
6	4	14
9	13	80
4	13	12
4	14	95
6	25	82
9	13	80
15	24	34
6	22	51
10	5	97
6	24	76
10	2	64
15	21	52
6	18	21
4	21	92
6	13	74
4	23	35
13	20	72
9	3	99
15	24	71
13	18	93
11	16	35
13	1	55
11	25	96
4	7	17
9	22	84
11	3	92
3	15	27
6	20	33
10	3	80
4	3	69
15	25	49
6	8	53
10	14	16
9	14	98
3	15	29
14	4	91
6	16	35
6	25	55
5	15	20
14	16	60
8	19	26
4	4	17
7	9	25
9	10	11
4	14	66
1	10	50
14	3	16
9	9	81
15	16	70
4	4	48
14	7	15
12	4	81
9	13	47
12	18	36
4	20	41
5	9	73
11	2	75
12	4	37
8	9	86
14	19	36
9	20	45
11	23	74
6	23	85
6	1	40
7	8	53
3	25	74
4	24	77
3	2	23
11	6	17
7	15	35
2	17	96
8	9	60
11	21	63
15	14	71
13	11	56
9	23	75
5	9	30
2	15	59
2	19	35
15	24	41
12	16	28
15	4	70
2	9	58
11	18	58
13	13	92
2	11	39
14	17	29
11	12	53
6	2	68
1	19	75
2	3	90
9	1	78
1	17	49
12	8	42
13	16	72
8	8	93
