100	70
11	14	34
5	16	45
12	9	11
8	9	46
11	15	31
16	9	68
12	4	10
13	7	20
10	6	83
19	6	78
13	10	13
12	7	82
17	10	64
23	12	98
22	15	85
21	10	89
4	14	86
9	8	20
22	6	97
20	12	87
19	4	85
24	11	63
12	3	28
11	5	12
20	4	76
17	10	92
25	12	19
22	14	18
6	15	26
22	13	65
8	3	32
21	17	47
18	9	74
18	16	76
19	14	17
24	9	51
17	12	44
23	1	69
19	10	23
2	16	82
21	3	85
6	14	63
20	13	96
9	7	36
23	11	15
17	6	53
24	7	74
14	7	21
15	4	48
24	7	20
22	4	85
13	8	83
18	11	79
3	12	59
15	15	30
14	17	99
2	9	79
21	15	83
4	12	70
20	17	74
17	14	38
19	6	46
15	6	100
20	14	88
14	7	68
2	17	40
22	1	16
18	1	93
12	9	94
22	17	57
23	11	78
10	12	56
19	7	37
7	9	22
18	11	48
21	15	76
3	2	98
1	15	87
13	8	33
13	2	32
9	15	34
6	3	91
22	11	94
8	5	14
18	12	68
7	7	36
23	17	29
13	5	78
11	2	85
2	8	78
13	14	75
16	10	54
4	1	94
22	16	36
18	17	45
2	7	94
15	16	78
12	7	33
15	8	81
21	10	83
