60	60
5	2	20
15	5	77
6	2	93
2	2	41
5	5	66
11	5	49
13	15	47
12	12	58
5	2	16
8	9	12
10	8	29
5	1	40
4	13	20
14	7	77
1	5	22
8	5	41
4	10	71
7	3	94
12	4	28
2	7	67
1	13	39
12	4	47
8	6	68
15	2	44
14	15	88
14	9	64
10	1	37
11	13	87
6	7	85
4	13	67
9	9	71
5	7	79
1	7	60
7	4	17
8	13	43
12	15	77
8	5	69
2	10	13
2	10	76
8	5	51
8	1	17
6	7	36
2	9	83
3	13	95
12	4	16
10	11	39
6	1	70
10	6	22
1	4	72
3	9	43
14	5	44
11	10	52
8	4	19
1	7	36
14	6	13
2	11	28
13	3	85
8	11	10
14	3	52
9	12	93
14	10	28
14	15	34
9	11	78
12	11	44
7	5	67
5	9	49
14	8	79
6	7	43
8	2	24
4	12	53
10	15	33
14	1	31
4	11	57
4	3	98
2	9	60
7	4	32
7	1	84
13	2	49
5	1	44
10	1	72
