60	60
13	11	58
9	9	38
12	8	34
6	10	13
13	9	41
11	6	44
2	1	100
8	9	69
9	13	72
13	11	89
13	6	49
9	10	29
13	1	68
5	2	32
15	5	91
7	7	71
9	3	28
8	3	71
15	9	29
8	11	49
3	2	81
13	5	87
14	3	82
7	4	85
6	9	71
14	4	46
15	5	65
13	6	16
13	11	45
7	12	30
2	9	72
7	9	48
12	10	85
13	8	39
3	2	92
14	4	83
10	10	14
14	4	21
15	4	98
15	9	78
10	9	42
2	15	28
11	15	62
10	7	18
12	8	63
4	6	62
14	11	92
4	8	98
13	8	83
2	2	61
14	14	97
14	4	95
1	2	21
13	2	29
14	2	29
15	4	24
8	6	57
10	10	28
1	11	93
15	8	39
10	14	24
2	13	20
5	7	66
12	15	49
12	4	72
2	12	11
5	4	63
15	7	39
9	10	77
3	2	74
