70	100
2	5	91
14	3	28
13	6	32
14	5	85
13	7	47
11	19	18
13	16	100
5	6	73
2	12	96
10	22	31
2	3	62
11	2	40
14	21	10
12	9	33
9	10	82
5	4	94
16	21	68
12	13	52
15	18	21
6	3	98
8	10	71
7	24	36
17	24	97
14	2	12
13	8	27
1	25	61
5	19	31
11	9	43
4	20	74
16	15	67
17	23	11
1	14	69
17	8	60
5	10	80
11	24	14
6	18	22
11	3	17
3	11	21
1	22	32
5	6	38
3	4	70
12	5	69
16	25	59
2	19	63
9	12	36
3	11	65
11	9	28
16	10	89
9	24	57
6	15	82
6	7	17
17	24	67
12	14	14
5	3	63
2	19	97
12	20	39
13	3	38
5	15	58
12	14	43
4	5	25
1	16	34
1	16	96
1	10	91
17	9	99
11	19	72
1	7	28
15	2	77
11	8	64
2	3	28
2	18	14
11	17	99
6	5	73
7	2	14
12	16	62
1	24	18
3	1	29
6	15	76
10	22	44
7	12	51
9	17	70
9	9	78
4	12	67
12	8	16
8	11	46
9	18	87
2	17	78
10	4	23
15	3	57
9	5	95
2	20	55
